===Base de datos stocksekai

== Estructura de tabla para la tabla products_backup_nombres_20260108

|------
|Columna|Tipo|Nulo|Predeterminado
|4581|1002|COMPONENTE DE ALMACENAMIENTO - MEMORIA FLASH USB - KINGSTON - DATATRAVELER EXODIA DTXM/64GB - MEMORIA USB 64GB, USB 3.2, COLOR AZUL/NEGRO, VELOCIDAD DE TRANSFERENCIA RÁPIDA - DTXM/64GB|2026-01-08 15:58:47
|4582|160|COMPONENTE DE ALMACENAMIENTO - MEMORIA FLASH USB - KINGSTON - DATATRAVELER 70 DT70/64GB - MEMORIA USB 64GB, USB-C 3.2 GEN1, CONECTOR REVERSIBLE, PRESENTACIÓN EN COLGADOR - DT70/64GB|2026-01-08 15:58:47
|4583|685|COMPONENTE DE ALMACENAMIENTO - MEMORIA FLASH USB - KINGSTON - DATATRAVELER EXODIA DTXS/64GB - MEMORIA USB 64GB, USB 3.2, DISEÑO CLÁSICO, ALTA COMPATIBILIDAD - DTXS/64GB|2026-01-08 15:58:47
|4584|574|ACCESORIO DE COMPUTADORA - DISIPADOR TÉRMICO - HP - GENÉRICO - DISIPADOR METÁLICO (HEATSINK) PARA SSD M.2, INSTALACIÓN POR ADHESIVO, MEJORA REFRIGERACIÓN - SIN N/P|2026-01-08 15:58:47
|4585|353|ACCESORIO DE AUDIO - MICRÓFONO DE VÍDEO - TAKSTARD - SGC-598 - MICRÓFONO DIRECCIONAL DE CAÑÓN PARA CÁMARAS, CONECTOR 3.5MM, PARA GRABACIÓN DE VÍDEO, COLOR NEGRO - SIN N/P|2026-01-08 15:58:47
|4586|132|ACCESORIO DE AUDIO - SISTEMA DE MICRÓFONO INALÁMBRICO - EALSEM - ES-330 - SISTEMA DE MICRÓFONO LAVALIER INALÁMBRICO UHF, RECEPTOR Y TRANSMISOR, PROFESIONAL - SIN N/P|2026-01-08 15:58:47
|4587|535|ACCESORIO DE AUDIO - MICRÓFONO PROFESIONAL - SENNHEISER - XS 1 - MICRÓFONO CONDENSADOR CARDIOIDE, CONECTOR XLR-3, PATRÓN DE CAPTACIÓN UNIDIRECCIONAL, COLOR NEGRO - 507487|2026-01-08 15:58:47
|4588|416|COMPUTADORA - MINI PC - GIGABYTE - GB-BX17-4770R - INTEL CORE I7-4770R, INTEGRA GRÁFICOS IRIS PRO 5200, DDR3L, M.2 + 2.5&quot;, DUAL LAN, PARA ENTORNOS COMPACTOS - SIN N/P|2026-01-08 15:58:47
|4589|463|ACCESORIO DE COMPUTADORA - LÁMPARA LED - GENÉRICO - GENÉRICO - MINI LÁMPARA LED USB, VARIOS COLORES, ILUMINACIÓN AMBIENTAL, ALIMENTACIÓN POR PUERTO USB - SIN N/P|2026-01-08 15:58:47
|4590|742|ACCESORIO DE COMPUTADORA - VENTILADOR - GENÉRICO - GENÉRICO - VENTILADOR MINI PORTÁTIL USB, PARA PC Y LAPTOP, ENFRIAMIENTO PERSONAL, DISEÑO SILENCIOSO - SIN N/P|2026-01-08 15:58:47
|4591|415|ACCESORIO DE SEGURIDAD - LECTOR DE TARJETAS - EVO - GENÉRICO - MINILECTOR DE DNI ELECTRÓNICO Y TARJETAS BANCARIAS CON CHIP EMV, CONEXIÓN USB, COMPATIBLE CON APPS - SIN N/P|2026-01-08 15:58:47
|4592|814|ACCESORIO PARA COMPUTADORA - MOCHILA - ADVANCE - ADV-IDS2055 - MOCHILA PARA LAPTOP 15.6&quot;, COLOR AZUL, COMPARTIMENTO ACOLCHADO, BOLSILLOS MULTIPLES - ADV-IDS2055|2026-01-08 15:58:47
|4593|551|ACCESORIO PARA COMPUTADORA - MOCHILA - APC BY SCHNEIDER ELECTRIC - GENÉRICO - MOCHILA PARA EQUIPO ELECTRÓNICO, PROTECCIÓN, DISEÑO RESISTENTE, COMPARTIMENTOS ESPECIALIZADOS - SIN N/P|2026-01-08 15:58:47
|4594|275|ACCESORIO PARA COMPUTADORA - MOCHILA - ASUS - S02A1115 - MOCHILA ASUS, DISEÑO ERGONÓMICO, PARA TRANSPORTE DE LAPTOP Y ACCESORIOS, COLOR VARIADO - S02A1115|2026-01-08 15:58:47
|4595|1214|ACCESORIO FOTOGRÁFICO - MOCHILA DE FOTOGRAFÍA - K&amp;F CONCEPT - BETA KF13.087AV6 - MOCHILA DE FOTOGRAFÍA 20 LITROS, NEGRO, COMPARTIMENTOS AJUSTABLES PARA CÁMARA Y LENTES - KF13.087AV6|2026-01-08 15:58:47
|4596|391|ACCESORIO PARA COMPUTADORA - MOCHILA GAMER - DELL - GM-BP-BK-17-19 - MOCHILA GAMER PARA LAPTOP HASTA 17&quot;, COLOR NEGRO, ESTILO AGGRESIVO, BOLSILLOS PARA ACCESORIOS - SIN N/P|2026-01-08 15:58:47
|4597|529|ACCESORIO PARA COMPUTADORA - MOCHILA - EPSON - GENÉRICO - MOCHILA EPSON EXCEED YOUR VISION, DISEÑO PROMOCIONAL, PARA TRANSPORTE DE EQUIPOS - SIN N/P|2026-01-08 15:58:47
|4598|397|ACCESORIO PARA COMPUTADORA - MOCHILA GAMER - HP - 3EJ61LA - MOCHILA GAMER PARA LAPTOP 15.6&quot;, DISEÑO ERGONÓMICO, BOLSILLOS PARA ACCESORIOS, ESTILO GAMER - 3EJ61LA|2026-01-08 15:58:47
|4599|381|ACCESORIO PARA COMPUTADORA - MOCHILA - HP - H2W17AA - MOCHILA ESSENTIAL TOP LOAD PARA LAPTOP 15.6&quot;, DISEÑO FUNCIONAL, PROTECCIÓN BÁSICA, NEGRO - 862770-001|2026-01-08 15:58:47
|4600|277|ACCESORIO PARA COMPUTADORA - MOCHILA - HP - C3R65LA#ABM - MOCHILA HP CON FRANJA PLOMA ORIGINAL, DISEÑO EJECUTIVO, PARA LAPTOP Y ACCESORIOS - C3R65LA#ABM|2026-01-08 15:58:47
|4601|550|ACCESORIO PARA COMPUTADORA - MOCHILA - HP - G8A94LA#ABM - MOCHILA MERIT BACKPACK 15.6&quot;, COLOR NEGRO, DISEÑO ESCOLAR/OFRECE, COMPARTIMENTO PARA LAPTOP - G8A94LA#ABM|2026-01-08 15:58:47
|4602|653|ACCESORIO PARA COMPUTADORA - MOCHILA - KLIP XTREME - KFB-001PK - MOCHILA DE NYLON, TELA FABRIC, COLOR NEON ROSA, DISEÑO JUVENIL - SIN N/P|2026-01-08 16:03:12
|4603|390|ACCESORIO PARA COMPUTADORA - MOCHILA - LENOVO - THINKPAD BASIC BACKPACK - MOCHILA BÁSICA THINKPAD PARA LAPTOP 15.6&quot;, COLOR NEGRO, DISEÑO FUNCIONAL - 4X40K09936|2026-01-08 16:03:12
|4604|726|ACCESORIO PARA COMPUTADORA - MOCHILA - TARGUS - CLASSIC COMMUTER TBB626GL - MOCHILA COMMUTER 15.6&quot; 19.5LITROS, NEGRO, COMPARTIMENTOS ORGANIZADOS, ESTILO CLÁSICO - TBB626GL|2026-01-08 16:03:12
|4605|891|ACCESORIO PARA COMPUTADORA - MOCHILA - TEROS - CITY BLUE TE-ACS9022BL - MOCHILA CITY BLUE, POLIESTER, PARA LAPTOP HASTA 15.6&quot;, COLOR AZUL, DISEÑO URBANO - TE-ACS9022BL|2026-01-08 16:03:12
|4606|903|ACCESORIO PARA COMPUTADORA - MOCHILA - TEROS - CITY GREY TE-ACS9023GR - MOCHILA CITY GREY, POLIESTER, PARA LAPTOP HASTA 15.6&quot;, COLOR GRIS, DISEÑO URBANO - TE-ACS9023GR|2026-01-08 16:03:12
|4607|818|ACCESORIO PARA COMPUTADORA - MOCHILA - TEROS - TE-ACS9021 - MOCHILA DE POLIESTER, PARA LAPTOP HASTA 15.6&quot;, COLOR VERDE MILITAR/MARRÓN, CORREAS AJUSTABLES - TE-ACS9021|2026-01-08 16:03:12
|4608|732|ACCESORIO PARA COMPUTADORA - MOCHILA - TEROS - TE-18590 - MOCHILA DE POLIESTER PARA LAPTOP HASTA 17&quot;, NEGRO, CON CORREA TRASERA, DISEÑO ERGONÓMICO - TE-18590|2026-01-08 16:03:12
|4609|873|ACCESORIO PARA COMPUTADORA - MOCHILA - TEROS - WORK GREY TE-IDS18560 - MOCHILA WORK GREY, POLIESTER, PARA USO LABORAL, COLOR GRIS, COMPARTIMENTOS ESPACIOSOS - TE-IDS18560|2026-01-08 16:03:12
|4610|1094|PERIFÉRICO - MONITOR - HP - SERIE 5 527SW - MONITOR 27&quot; FHD, 100HZ, PANEL IPS, HDMI, VESA, SIN BORDE, DISEÑO MODERNO - SIN N/P|2026-01-08 16:03:12
|4611|1069|PERIFÉRICO - MONITOR - SAMSUNG - ESSENTIAL B300 LS32B300NWNXGO - MONITOR 32&quot; FHD, 75HZ, PANEL VA, HDMI, VGA, DISEÑO SIN BORDE TRES LADOS - LS32B300NWNXGO|2026-01-08 16:03:12
|4612|1095|PERIFÉRICO - MONITOR SMART TV - SAMSUNG - SMART M5 DM500 - MONITOR/TV SMART 32&quot; FHD, TIZEN OS, HDMI, WI-FI, BLUETOOTH, CONTROL REMOTO - SIN N/P|2026-01-08 16:03:12
|4613|1008|PERIFÉRICO - MONITOR GAMER CURVO - ADVANCE - ADV-2751S - MONITOR CURVO 27&quot; FHD VA, 165HZ, 1MS, HDMI, DISPLAYPORT, PANEL CURVO 1500R - ADV-2751S|2026-01-08 16:03:13
|4614|1135|PERIFÉRICO - MONITOR CURVO - TEROS - TE-3253S - MONITOR CURVO 31.5&quot; QHD VA, 75HZ, 1MS, HDMI, DISPLAYPORT, SALIDA DE AUDIO, 2560X1440 - TE-3253S|2026-01-08 16:03:13
|4615|494|PERIFÉRICO - MONITOR DE OFICINA - HP - ELITEDISPLAY E233 - MONITOR 23&quot; FHD IPS, HDMI, DISPLAYPORT, VGA, 3 PUERTOS USB 3.0, AJUSTE DE ALTURA - 1FH46AA|2026-01-08 16:03:13
|4616|972|PERIFÉRICO - MONITOR DE OFICINA - ADVANCE - ADV-2450S PIVOT - MONITOR 23.8&quot; FHD IPS, PIVOT, HDMI, DISPLAYPORT, PARLANTES INTEGRADOS, DISEÑO SIN BORDES - ADV-2450S|2026-01-08 16:03:13
|4617|1009|PERIFÉRICO - MONITOR GAMER - LG - ULTRAGEAR 27GR83Q-B - MONITOR GAMER 27&quot; QHD IPS, 240HZ, 1MS, HDMI X2, DISPLAYPORT, USB 3.0 X3, G-SYNC COMPATIBLE - 27GR83Q-B|2026-01-08 16:03:13
|4618|981|PERIFÉRICO - MONITOR GAMER - LG - ULTRAGEAR 27GS65FB - MONITOR GAMER 27&quot; FHD IPS, 165HZ, 1MS, HDMI, DISPLAYPORT, AMD FREESYNC PREMIUM - 27GS65FB|2026-01-08 16:03:13
|4619|1205|PERIFÉRICO - MONITOR GAMER - SAMSUNG - ODYSSEY G7 LS27DG700ELXPE - MONITOR GAMER 27&quot; 4K UHD, 144HZ, 1MS, HDMI, DISPLAYPORT, PANEL IPS, HDR, LUZ RGB - LS27DG700ELXPE|2026-01-08 16:03:13
|4620|1172|PERIFÉRICO - MONITOR DE OFICINA - HP - E24MV G4 - MONITOR 23.8&quot; FHD IPS, HDMI, DISPLAYPORT, VGA, USB-C (65W), AJUSTE ERGONÓMICO - 169L0AA|2026-01-08 16:03:13
|4621|310|PERIFÉRICO - MONITOR GAMER - AOC - G2460PQU - MONITOR GAMER 24&quot; FHD, 144HZ, 1MS, HDMI, VGA, DISPLAYPORT, PIVOT, SOPORTE VESA - G2460PQU|2026-01-08 16:03:13
|4622|1201|PERIFÉRICO - MONITOR DE OFICINA - LG - 27BA550-B - MONITOR 27&quot; FHD IPS, 100HZ, HDMI, DISPLAYPORT, VGA, 4 PUERTOS USB, AJUSTE ERGONÓMICO - 8806096108710|2026-01-08 16:03:13
|4623|1286|PERIFÉRICO - MONITOR 4K UHD - SAMSUNG - VIEWFINITY S7 S27D700EAL - MONITOR 27&quot; 4K UHD IPS, HDMI, DISPLAYPORT, USB-C (90W), AJUSTE ERGONÓMICO, HDR10 - S27D700EAL|2026-01-08 16:03:13
|4624|1050|PERIFÉRICO - MONITOR DE OFICINA - LG - 24BA550-B - MONITOR 23.8&quot; FHD IPS, 100HZ, HDMI, DISPLAYPORT, VGA, 4 PUERTOS USB, SALIDA DE AUDIO - 24BA550-B|2026-01-08 16:03:13
|4625|162|PERIFÉRICO - MONITOR CURVO - SAMSUNG - LC27F390FHLXPE - MONITOR CURVO 27&quot; FHD, 60HZ, HDMI, VGA, PANEL VA CURVO 1800R, DISEÑO SIN BORDES - LC27F390FHLXPE|2026-01-08 16:03:13
|4626|1116|PERIFÉRICO - MONITOR GAMER - ADVANCE - ADV-2453S - MONITOR 23.8&quot; FHD IPS, 120HZ, 1MS, HDMI, DISPLAYPORT, VGA, PARLANTES INTEGRADOS, NEGRO - ADV-2453S|2026-01-08 16:03:13
|4627|1064|PERIFÉRICO - MONITOR GAMER - TEROS - TE-2415S - MONITOR 23.8&quot; FHD IPS, 120HZ, 1MS, HDMI, DISPLAYPORT, PARLANTES INTEGRADOS, NEGRO - TE-2415S|2026-01-08 16:03:13
|4628|1086|PERIFÉRICO - MONITOR DE OFICINA - TEROS - TE-2419CS - MONITOR 24&quot; WUXGA IPS, 75HZ, 5MS, HDMI, VGA, RESOLUCIÓN 1920X1200, DISEÑO SIN BORDES - TE-2419CS|2026-01-08 16:03:13
|4629|1098|PERIFÉRICO - MONITOR GAMER - TEROS - TE-2714S - MONITOR 27&quot; FHD IPS, 144HZ, 1MS, HDMI, DISPLAYPORT, SALIDA DE AUDIO, PARLANTES INTEGRADOS - TE-2714S|2026-01-08 16:03:13
|4630|1177|PERIFÉRICO - MONITOR GAMER CURVO - SAMSUNG - ODYSSEY G8 LS34DG850SLXPE - MONITOR CURVO ULTRAWIDE 34&quot; UWQHD, 175HZ, 0.03MS, HDMI, DISPLAYPORT, USB, BLUETOOTH, PANEL OLED CURVO 1800R - LS34DG850SLXPE|2026-01-08 16:03:13
|4631|961|PERIFÉRICO - MONITOR CURVO - SAMSUNG - LC27F391FHNXZA - MONITOR CURVO 27&quot; FHD, 60HZ, HDMI, VGA, PANEL VA CURVO 1800R, DISEÑO SIN BORDES - LC27F391FHNXZA|2026-01-08 16:03:13
|4632|1143|PERIFÉRICO - MONITOR CURVO - SAMSUNG - LS24D360GALXPE - MONITOR CURVO 24&quot; FHD, 100HZ, HDMI, VGA, PANEL VA CURVO 1800R - LS24D360GALXPE|2026-01-08 16:03:13
|4633|565|PERIFÉRICO - MONITOR DE OFICINA - SAMSUNG - T35F LF27T350FHLXPE - MONITOR 27&quot; FHD IPS, 75HZ, HDMI, VGA, DISEÑO SIN BORDES TRES LADOS, SOPORTE VESA - LF27T350FHLXPE|2026-01-08 16:03:13
|4634|231|PERIFÉRICO - MONITOR - LG - 19M38A - MONITOR 18.5&quot; HD, RESOLUCIÓN 1366X768, VGA, PANEL LED, DISEÑO BÁSICO - 19M38A|2026-01-08 16:03:13
|4635|563|PERIFÉRICO - MONITOR - HP - 22YH - MONITOR 21.5&quot; FHD, 60HZ, HDMI, VGA, PANEL LED, DISEÑO SIN BORDES - 1CR018165J|2026-01-08 16:03:13
|4636|508|PERIFÉRICO - MONITOR - LG - 22MN430M-B - MONITOR 21.5&quot; FHD IPS, HDMI X2, VGA, PANEL IPS, DISEÑO SIN BORDES - 22MN430M|2026-01-08 16:03:13
|4637|984|PERIFÉRICO - MONITOR DE OFICINA - LENOVO - THINKVISION E24-30 - MONITOR 23.8&quot; FHD IPS, HDMI, DISPLAYPORT, VGA, COLOR NEGRO RAVEN, AJUSTE ERGONÓMICO - 62F8GAR1LA|2026-01-08 16:03:13
|4638|1049|PERIFÉRICO - MONITOR - LG - 24MS500-B - MONITOR 23.8&quot; FHD IPS, HDMI X2, SALIDA DE AUDIFONOS, DISEÑO SIN BORDES - 24MS500-B|2026-01-08 16:03:13
|4639|825|PERIFÉRICO - MONITOR - LG - 24MS500-B - MONITOR 23.8&quot; FHD IPS, HDMI X2, SALIDA DE AUDIFONOS, DISEÑO SIN BORDES - 24MS500-B|2026-01-08 16:03:13
|4640|845|PERIFÉRICO - MONITOR GAMER - GAME PRO - GPG240 - MONITOR GAMER 24&quot; FHD, 165HZ, 1MS, HDMI, DISPLAYPORT, DISEÑO AGGRESIVO - GPG240|2026-01-08 16:03:13
|4641|247|PERIFÉRICO - MONITOR ULTRAWIDE - LG - 25UM58 - MONITOR ULTRAWIDE 25&quot; WFHD IPS, RESOLUCIÓN 2560X1080, HDMI, RELACIÓN 21:9, PANEL IPS - 25UM58|2026-01-08 16:03:13
|4642|613|PERIFÉRICO - MONITOR GAMER CURVO - GIGABYTE - G27FC - MONITOR CURVO 27&quot; FHD VA, 165HZ, 1MS, HDMI X2, DISPLAYPORT, USB 3.0 X2, PARLANTES 2W, CURVATURA 1500R - G27FC|2026-01-08 16:03:13
|4643|827|PERIFÉRICO - MONITOR DE OFICINA - HP - P27G5 - MONITOR 27&quot; FHD IPS, 75HZ, DISPLAYPORT, HDMI, VGA, SOPORTE VESA, AJUSTE DE INCLINACIÓN - 64X69AA|2026-01-08 16:03:13
|4644|990|PERIFÉRICO - MONITOR DE OFICINA - HP - P27H G5 - MONITOR 27&quot; FHD IPS, 75HZ, HDMI, VGA, PARLANTES DUALES 2W, DISEÑO SIN BORDES - 64W41AA|2026-01-08 16:03:13
|4645|801|PERIFÉRICO - MONITOR - LG - 27MQ400-B - MONITOR 27&quot; FHD IPS, 75HZ, HDMI, VGA, DISEÑO SIN BORDES TRES LADOS, SOPORTE VESA - 27MQ400-B|2026-01-08 16:03:13
|4646|934|PERIFÉRICO - MONITOR - LG - 27MS500-B - MONITOR 27&quot; FHD IPS, HDMI X2, SALIDA DE AUDIFONOS, DISEÑO SIN BORDES - 27MS500-B|2026-01-08 16:03:13
|4647|957|PERIFÉRICO - MONITOR ULTRAWIDE - LG - 29WQ600 - MONITOR ULTRAWIDE 29&quot; WFHD IPS, 1MS, PARLANTE INTEGRADO, HDMI, RELACIÓN 21:9, HDR10 - 29WQ600|2026-01-08 16:03:13
|4648|697|PERIFÉRICO - MONITOR DE OFICINA - LENOVO - THINKVISION T24I-20 - MONITOR 23.8&quot; FHD IPS, HDMI, DISPLAYPORT, VGA, USB 3.2 GEN1, AJUSTE ERGONÓMICO - 61F7MAR1LA|2026-01-08 16:03:13
|4649|715|PERIFÉRICO - MONITOR DE OFICINA - DELL - P2722H - MONITOR 27&quot; FHD IPS, HDMI, VGA, USB, AJUSTE ERGONÓMICO COMPLETO, GARANTÍA 36 MESES ON-SITE - P2722H|2026-01-08 16:03:13
|4650|299|PERIFÉRICO - MOUSE - ADVANCE - ADV5020N - MOUSE ALÁMBRICO, 3 BOTONES, 1000 DPI, CONEXIÓN USB, NEGRO, DISEÑO BÁSICO - ADV5020N|2026-01-08 16:03:13
|4651|1295|PERIFÉRICO - MOUSE - ASUS - WT300 - MOUSE INALÁMBRICO, 1600 DPI, CONEXIÓN USB 2.4GHZ, NEGRO, DISEÑO PORTÁTIL - WT300|2026-01-08 16:03:13
|4652|907|PERIFÉRICO - MOUSE GAMER - TEROS - TE-1216G - MOUSE GAMER RGB ALÁMBRICO, 2 BOTONES, DISEÑO TRANSPARENTE, ILUMINACIÓN LED - SIN N/P|2026-01-08 16:08:50
|4653|1215|PERIFÉRICO - MOUSE GAMER - TEROS - TE-1232G - MOUSE GAMER ÓPTICO ALÁMBRICO, 7200 DPI, RGB, 7 BOTONES, NEGRO, DISEÑO ERGONÓMICO - SIN N/P|2026-01-08 16:08:50
|4654|1269|PERIFÉRICO - MOUSE GAMER - GX - SCORPION M300 - MOUSE GAMER ÓPTICO, RGB, ILUMINACIÓN LED, DISEÑO ERGONÓMICO, COLOR NEGRO - SIN N/P|2026-01-08 16:08:50
|4655|365|PERIFÉRICO - MOUSE - GENIUS - DX-110 - MOUSE ÓPTICO ALÁMBRICO, 1000 DPI, 3 BOTONES, CONEXIÓN USB, COLOR NEGRO, DISEÑO BÁSICO - 31010102301|2026-01-08 16:08:50
|4656|500|PERIFÉRICO - MOUSE - GENIUS - DX-110 - MOUSE ÓPTICO ALÁMBRICO, 1000 DPI, 3 BOTONES, CONEXIÓN USB, COLOR ROJO, DISEÑO BÁSICO - 31010102301|2026-01-08 16:08:50
|4657|366|PERIFÉRICO - MOUSE - GENIUS - DX-110 - MOUSE ÓPTICO ALÁMBRICO, 1000 DPI, 3 BOTONES, CONEXIÓN USB, COLOR BLANCO, DISEÑO BÁSICO - 31010102301|2026-01-08 16:08:50
|4658|656|PERIFÉRICO - MOUSE INALÁMBRICO - GENIUS - ECO-8015 - MOUSE INALÁMBRICO RECARGABLE, 2.4GHZ, CONEXIÓN USB NANO RECEPTOR, COLOR CHOCOLATE - 31030162701|2026-01-08 16:08:50
|4659|129|PERIFÉRICO - MOUSE DE VIAJE - GENIUS - MICRO TRAVELER V2 - MOUSE ÓPTICO RETRÁCTIL, CABLE RETRÁCTIL, DISEÑO COMPACTO, CONEXIÓN USB, COLOR NEGRO - 31010125100|2026-01-08 16:08:50
|4660|346|PERIFÉRICO - MOUSE DE VIAJE - GENIUS - MICRO TRAVELER V2 - MOUSE ÓPTICO RETRÁCTIL, CABLE RETRÁCTIL, DISEÑO COMPACTO, CONEXIÓN USB, COLOR BLANCO - 31010125104|2026-01-08 16:08:50
|4661|612|PERIFÉRICO - MOUSE - HP - GENÉRICO - MOUSE ÓPTICO ALÁMBRICO, CONEXIÓN USB, EMBALAJE EN BOLSA, COLOR NEGRO, PARA OFICINA - SIN N/P|2026-01-08 16:08:50
|4662|480|PERIFÉRICO - MOUSE GAMER - HP - G200 - MOUSE GAMER ALÁMBRICO, ÓPTICO, RGB, DISEÑO ERGONÓMICO, CONEXIÓN USB - SIN N/P|2026-01-08 16:08:50
|4663|767|PERIFÉRICO - MOUSE GAMER - HP - M100 7QV23AA#ABM - MOUSE GAMER ALÁMBRICO, DPI 1000/1600, 4 BOTONES, CONEXIÓN USB, COLOR NEGRO - 7QV23AA|2026-01-08 16:08:50
|4664|603|PERIFÉRICO - MOUSE GAMER - HP - M100S 4QM87AA#UUF - MOUSE GAMER ALÁMBRICO, DPI 1000/1600/2000/3200, 6 BOTONES, COLOR BLANCO - 4QM87AA|2026-01-08 16:08:50
|4665|601|PERIFÉRICO - MOUSE GAMER - HP - M150 BK - MOUSE GAMER ALÁMBRICO, ÓPTICO, DISEÑO ERGONÓMICO, CONEXIÓN USB, COLOR NEGRO - SIN N/P|2026-01-08 16:08:50
|4666|605|PERIFÉRICO - MOUSE GAMER - HP - M150 WHITE - MOUSE GAMER ALÁMBRICO, ÓPTICO, DISEÑO ERGONÓMICO, CONEXIÓN USB, COLOR BLANCO - SIN N/P|2026-01-08 16:08:50
|4667|604|PERIFÉRICO - MOUSE GAMER - HP - M160 - MOUSE GAMER ALÁMBRICO, CABLE 1.3M, DISEÑO ERGONÓMICO, CONEXIÓN USB, COLOR NEGRO - SIN N/P|2026-01-08 16:08:50
|4668|602|PERIFÉRICO - MOUSE GAMER - HP - M270 BKL - MOUSE GAMER ALÁMBRICO, RGB, DISEÑO AGGRESIVO, CONEXIÓN USB, COLOR NEGRO - SIN N/P|2026-01-08 16:08:50
|4669|622|PERIFÉRICO - MOUSE GAMER - HP - M280 - MOUSE GAMER ALÁMBRICO RGB, DPI 800-2400, 6 BOTONES, CONEXIÓN USB, DISEÑO ORIGINAL - SIN N/P|2026-01-08 16:08:50
|4670|1026|PERIFÉRICO - MOUSE INALÁMBRICO - TEROS - TE-1230CS - MOUSE INALÁMBRICO DUAL, 1200 DPI, 3 BOTONES, CONEXIÓN 2.4GHZ USB, DISEÑO AMBIDIESTRO - SIN N/P|2026-01-08 16:08:50
|4671|166|PERIFÉRICO - MOUSE INALÁMBRICO - GENIUS - 9000R MINI MICRO TRAVELER - MOUSE INALÁMBRICO COMPACTO, 2.4GHZ, NANO RECEPTOR USB, COLOR NEGRO/AZUL - 31030020401|2026-01-08 16:08:50
|4672|135|PERIFÉRICO - MOUSE INALÁMBRICO - GENIUS - 9000R MINI MICRO TRAVELER - MOUSE INALÁMBRICO COMPACTO, 2.4GHZ, NANO RECEPTOR USB, COLOR ROSA/NEGRO - 31030020400|2026-01-08 16:08:50
|4673|175|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M185 - MOUSE INALÁMBRICO, 1000 DPI, 2.4GHZ, RECEPTOR USB UNIFYING, COLOR NEGRO, DURACIÓN BATERÍA 12 MESES - 910-002588|2026-01-08 16:08:50
|4674|196|PERIFÉRICO - MOUSE INALÁMBRICO - PHILIPS - M634 SPK7634/00 - MOUSE INALÁMBRICO DUAL (BLUETOOTH 5.0 + 2.4GHZ), 2400 DPI, COLOR NEGRO, DISEÑO AMBIDIESTRO - SPK7634/00|2026-01-08 16:08:50
|4675|1289|PERIFÉRICO - MOUSE INALÁMBRICO - TEROS - TE-1235S - MOUSE INALÁMBRICO, 2.4GHZ, 6 BOTONES, RECEPTOR USB, COLOR AZUL, DISEÑO ERGONÓMICO - TE-1235S|2026-01-08 16:08:50
|4676|1209|PERIFÉRICO - MOUSE INALÁMBRICO - ADVANCE - ADV-1238S - MOUSE INALÁMBRICO, CONEXIÓN USB, 3 BOTONES, COLOR AZUL, DISEÑO BÁSICO - SIN N/P|2026-01-08 16:08:50
|4677|626|PERIFÉRICO - MOUSE - KLIP XTREME - KMO-104 - MOUSE ÓPTICO ALÁMBRICO, CONEXIÓN USB 2.0, DISEÑO EBONY, COLOR NEGRO, PARA OFICINA - SIN N/P|2026-01-08 16:08:50
|4678|654|PERIFÉRICO - MOUSE INALÁMBRICO - KLIP XTREME - KMW-340BK - MOUSE INALÁMBRICO, 6 BOTONES, CONEXIÓN 2.4GHZ, RECEPTOR USB, COLOR NEGRO - SIN N/P|2026-01-08 16:08:50
|4679|198|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M170 - MOUSE INALÁMBRICO, 1000 DPI, 2.4GHZ, RECEPTOR USB, COLOR AZUL/GRIS, DURACIÓN BATERÍA 12 MESES - 910-006863|2026-01-08 16:08:50
|4680|978|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M170 - MOUSE INALÁMBRICO, 1000 DPI, 2.4GHZ, RECEPTOR USB, COLOR BLANCO, DURACIÓN BATERÍA 12 MESES - 910-006862|2026-01-08 16:08:50
|4681|632|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M187 MINI - MOUSE INALÁMBRICO COMPACTO, 1000 DPI, 2.4GHZ, RECEPTOR USB, COLOR ROSADO REFRESH - 910-007136|2026-01-08 16:08:50
|4682|519|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M190 - MOUSE INALÁMBRICO FULL SIZE, 1000 DPI, 2.4GHZ, RECEPTOR USB, COLOR AZUL, BATERÍA 18 MESES - 910-007164|2026-01-08 16:08:50
|4683|518|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M190 - MOUSE INALÁMBRICO FULL SIZE, 1000 DPI, 2.4GHZ, RECEPTOR USB, COLOR CARBÓN, BATERÍA 18 MESES - 910-007162|2026-01-08 16:08:50
|4684|520|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M190 - MOUSE INALÁMBRICO FULL SIZE, 1000 DPI, 2.4GHZ, RECEPTOR USB, COLOR ROJO, BATERÍA 18 MESES - 910-007166|2026-01-08 16:08:50
|4685|929|PERIFÉRICO - MOUSE INALÁMBRICO - LOGITECH - M196 - MOUSE INALÁMBRICO BLUETOOTH, 1800 DPI, CONEXIÓN BLUETOOTH, COLOR NEGRO, BATERÍA 24 MESES - 910-007456|2026-01-08 16:08:50
